F1,F2,Cluster,Border
0.117858407386886,0.653794012397606,1,0
0.322394944918023,0.741201306564730,1,0
0.104201641139493,0.666915730609146,1,0
0.0743324494294282,0.776396939566358,1,0
0.168558706566307,0.650620556460963,1,0
0.486284001918242,0.586368793044866,1,0
0.408439879574972,0.548121490568341,1,0
0.288613871414980,0.307676525688292,1,0
0.402145401374570,0.699594316385236,1,0
0.536399095319824,0.446181252652031,1,0
0.416090485522465,0.653400200180033,1,0
0.434871363649426,0.563259524276728,1,0
0.282155865946472,0.639767093520130,1,0
0.380677069001984,0.303167462761334,1,0
0.504387129449832,0.518231626206085,1,0
0.453551182131778,0.415191104386084,1,0
0.440465700910336,0.534591290443090,1,0
0.362863479108921,0.585394990924024,1,0
0.486587731222918,0.616286097894955,1,0
0.0999522459306685,0.255101937781268,1,0
0.508258899050770,0.480173087108456,1,0
0.550914902321658,0.502719461274493,1,0
0.423994468362954,0.333468608772525,1,0
0.555994188985351,0.518349001289090,1,0
0.316463887576136,0.682311720291735,1,0
0.537503083628933,0.547006807545296,1,0
0.521126166189430,0.455882558439354,1,0
0.449092683861559,0.614164393657780,1,0
0.234511447577248,0.276765895577312,1,0
0.350654273214308,0.703583704880363,1,0
0.432093879298163,0.428398953186480,1,0
0.482612260171517,0.412710130917176,1,0
0.0375608515312235,0.655525972731796,1,0
0.451301296684869,0.330535849675169,1,0
0.0664766471069636,0.278105080081620,1,0
0.0232976922688424,0.253080114472892,1,1
0.0665962683779097,0.338705518891519,1,0
0.362253443455988,0.707188487211818,1,0
0.185021856165259,0.324879606016015,1,0
0.202727800056604,0.260938869145980,1,0
0.444162078622225,0.477080162321105,1,0
0.360718597470424,0.582569885510734,1,0
0.381879100919369,0.566303356931667,1,0
0.298119164304081,0.261332278730537,1,0
0.528757632920222,0.437308289587417,1,0
0.508794602131959,0.360900817225126,1,0
0.369427666546513,0.676515211754801,1,0
0.157149150820794,0.282330264590992,1,0
0.514397195208636,0.522510607549844,1,0
0.424853115029587,0.374876190851723,1,0
0.241342280472702,0.674149534985701,1,0
0.259748999193019,0.309566519315707,1,0
0.283545463214694,0.729269331640165,1,0
0.424303833541153,0.504081065621914,1,0
0.226237501814650,0.367859702562856,1,0
0.135167977066387,0.669850497144782,1,0
0.461418570985585,0.644728156746380,1,0
0.120254782888218,0.305639417117021,1,0
0.488716373493515,0.599019705575717,1,0
0.436229767632525,0.534954800657260,1,0
0.532832979950408,0.507498918062154,1,0
0.450559892964510,0.322389809272495,1,0
0.472692781637848,0.554652586432821,1,0
0.171922371276690,0.277137097132699,1,0
0.505230488858425,0.553267681384092,1,0
0.415568306961902,0.578243391419739,1,0
0.171176013225482,0.240848504770163,1,0
0.0697630128451466,0.702564684018954,1,0
0.151818987413189,0.777272733262838,1,0
0.379223295864153,0.360678584388064,1,0
0.468907631111820,0.545684450585890,1,0
0.290148259535098,0.660427584892061,1,0
0.554635091925464,0.551919528221960,1,0
0.427825386510039,0.401075022766587,1,0
0.179210349594523,0.269273286206374,1,0
0.357904082520212,0.332421216394251,1,0
0.242768732370770,0.703108512168304,1,0
0.415062084482252,0.398610370344413,1,0
0.172388176058940,0.659296945625441,1,0
0.424356476748455,0.474208036717674,1,0
0.224565736278200,0.343802849381618,1,0
0.423561087546248,0.602008772674096,1,0
0.443375029824806,0.526412994067444,1,0
0.461352500186411,0.588934511074062,1,0
0.260821627906273,0.322091307502975,1,0
0.372147926491381,0.329651118926635,1,0
0.421400219488309,0.631920523902000,1,0
0.438923974902326,0.408914363214893,1,0
0.353329853688651,0.314806369260528,1,0
0.438838518693587,0.458083693795285,1,0
0.450671012745356,0.688690602129898,1,1
0.493925956701880,0.670261058291236,1,0
0.185200633142630,0.737989925673779,1,0
0.325201438409648,0.346392882601380,1,0
0.193651699831408,0.300069492674014,1,0
0.433324686888048,0.448408203600001,1,0
0.113561561382326,0.251291923186366,1,0
0.529091160330988,0.473739067651484,1,0
0.182867514972637,0.238249455852226,1,0
0.453928256331557,0.575456265510525,1,0
0.423083043511665,0.292552152466288,1,0
0.498401739184528,0.535043206193025,1,0
0.458983603577463,0.551382743657223,1,0
0.169503179935575,0.646162387020967,1,0
0.496410068355577,0.541476827426822,1,0
0.453802322520113,0.402084568622636,1,0
0.319247146410895,0.625024720489964,1,0
0.0755480060536831,0.662262576590083,1,0
0.242524804539137,0.699843701537369,1,0
0.442143110750823,0.572542931080886,1,0
0.412832553585686,0.600135734551760,1,0
0.407164228048320,0.684304736746499,1,0
0.275498319416215,0.737951462604958,1,0
0.467086897839243,0.503808569506286,1,0
0.436146195660549,0.595215339558143,1,0
0.487029719490090,0.468779884292380,1,0
0.489685044819871,0.460667438126483,1,0
0.389163662661928,0.703267239746683,1,0
0.116329950172958,0.719179512179037,1,0
0.154554376056737,0.296676300653668,1,0
0.370959998641892,0.334927529648063,1,0
0.161324601264498,0.746186799143100,1,0
0.329138492075917,0.400583340660284,1,0
0.182641713679349,0.725482508160353,1,0
0.466449023339768,0.505376725247162,1,0
0.263499673776197,0.745039296037895,1,0
0.544419596886602,0.414257218185756,1,0
0.263846341544508,0.311168339017211,1,0
0.363975140966397,0.603319688012882,1,0
0.284871473575769,0.367480050855320,1,0
0.476155199689781,0.463716495452642,1,0
0.559118068309114,0.449717214285221,1,0
0.359140764184000,0.726524829560425,1,0
0.373209682831958,0.410226807355340,1,0
0.231444468111319,0.705930347376029,1,0
0.442030848700545,0.377773243028941,1,0
0.516976733812424,0.566722555405401,1,0
0.497906896493284,0.510844231344467,1,0
0.136126775965738,0.300594067899541,1,0
0.267766281328009,0.286399227178531,1,0
0.490658923544874,0.539407255698540,1,0
0.420531179425500,0.317228181312363,1,0
0.101890599949281,0.763787880080611,1,0
0.350596954729656,0.281071810608918,1,0
0.393873626382302,0.404998344814491,1,0
0.270355173388582,0.295294695247863,1,0
0.422914306653234,0.317779541349833,1,0
0.385914322250864,0.353146653094878,1,0
0.118170337708488,0.292082049783420,1,0
0.345655968020281,0.312503490098289,1,0
0.190383604400728,0.769440100272171,1,0
0.428064963497256,0.581117863183004,1,0
0.0264780299512379,0.261755019182723,1,1
0.463238069696559,0.579867766768654,1,0
0.0366407367317797,0.337070786925060,1,0
0.222509343106005,0.678612864979585,1,0
0.265819596274516,0.353611780776828,1,0
0.350271983791362,0.303681658840146,1,0
0.351682103549984,0.682040798487458,1,0
0.476757148496592,0.638449719067278,1,0
0.137870254213654,0.224638088557671,1,0
0.248884563737468,0.277995062191465,1,0
0.354141154657140,0.573351636391048,1,1
0.458404806359178,0.504198093453923,1,0
0.328445218022815,0.612480865473977,1,0
0.475184215223198,0.542570530526686,1,0
0.291682090411676,0.358108692918656,1,0
0.0831212643918343,0.287187082585757,1,0
0.498094615298742,0.490517593471181,1,0
0.0441238855644365,0.671692060348399,1,1
0.445961026476106,0.410462761537170,1,0
0.549477036560655,0.539802836906138,1,0
0.0818746299811841,0.312011469298344,1,0
0.254485335304064,0.730074334293868,1,0
0.427180884117729,0.442244364843018,1,0
0.474753110700909,0.562464985373850,1,0
0.491620803036670,0.575021754315525,1,0
0.145411209489393,0.297012818124869,1,0
0.260407900904819,0.636592245369359,1,0
0.324063663874211,0.698891063588660,1,0
0.288391107906865,0.346696115445221,1,0
0.461789684761649,0.538887914727011,1,0
0.147321661003766,0.760614917192980,1,0
0.434879795994412,0.549330672929783,1,0
0.511231027079630,0.544234417439340,1,0
0.329655580821487,0.681329203100785,1,0
0.204976569812108,0.364034203801620,1,1
0.277429982682227,0.268396777552390,1,0
0.464764681796779,0.594630937353769,1,0
0.154120259901839,0.337708415409073,1,0
0.148238708662049,0.237089613495798,1,0
0.234656347172452,0.651526974654655,1,0
0.429208134249025,0.338887726046687,1,0
0.324412268766154,0.703086310753657,1,0
0.294609846191597,0.666188962232784,1,0
0.0709293918060137,0.316103484967156,1,0
0.179579030301729,0.351227674088187,1,0
0.441580438973256,0.533908891277139,1,0
0.292870453141029,0.719708818736076,1,0
0.467862414381569,0.511554444214536,1,0
0.421348140243939,0.364739882545373,1,0
0.325035603589220,0.356518538870786,1,0
0.196449541702776,0.276431229655714,1,0
0.224682391662015,0.720196758872487,1,0
0.160811070235803,0.677968922098168,1,0
0.131042049889587,0.688655950565659,1,0
0.241960533642391,0.330587929085986,1,0
0.221022734048755,0.727854942784022,1,0
0.182225555237192,0.673239656904372,1,0
0.243245184134076,0.330992545756137,1,0
0.465937361784852,0.419863823356684,1,0
0.373713827387765,0.670649101724049,1,0
0.0704342550920265,0.782192998167014,1,1
0.432298099522760,0.623815252353579,1,0
0.420770858986839,0.366990123949257,1,0
0.546932227669908,0.512296626833807,1,0
0.152285180793773,0.314459172220649,1,0
0.222599461539678,0.349056109820336,1,0
0.481195681689543,0.472856925175983,1,0
0.456157857755165,0.427970996394698,1,0
0.166435031930398,0.252492871429526,1,0
0.378405076348802,0.578723483236599,1,0
0.507042645696683,0.554475150210961,1,0
0.449497276379665,0.482290096794610,1,0
0.407685426129576,0.674490962726090,1,0
0.379883194008874,0.404506281421189,1,0
0.442464089112870,0.310931425728880,1,0
0.155541700132721,0.714200573649724,1,0
0.394208755243959,0.583356972214220,1,0
0.426106665826619,0.640481573327742,1,0
0.427989452148833,0.622063914256998,1,0
0.442250477215680,0.568474497380056,1,0
0.396113372212504,0.601583441455712,1,0
0.0831049781271045,0.714107168904330,1,0
0.174591708116594,0.744652969358685,1,0
0.484236052398381,0.425190991871174,1,0
0.485683543781757,0.479654579167251,1,0
0.313766644208206,0.662484233833492,1,0
0.369378628333076,0.646220369653340,1,0
0.457351936360931,0.618659172238256,1,0
0.456225305974797,0.389117761296143,1,0
0.121304987373830,0.680787064866169,1,0
0.444491606047710,0.416861887718764,1,0
0.193144055743650,0.706832739600955,1,0
0.471086161136880,0.579692471877209,1,0
0.207138727459556,0.231142981537283,1,0
0.365415842863804,0.666317505037435,1,0
0.493009430965325,0.598358108311842,1,0
0.403268597519666,0.552563801001490,1,0
0.148768826112901,0.330972702931053,1,0
0.375877477191802,0.301499502830479,1,0
0.282408147910029,0.311643824696051,1,0
0.290633949675930,0.718548431235502,1,0
0.248834062475291,0.275108925376154,1,0
0.445745811094810,0.654310576760993,1,0
0.536373155187745,0.510325487138450,1,0
0.271782517030076,0.306364284166756,1,0
0.125191821176859,0.294006315309887,1,0
0.358101583435394,0.728147001932984,1,0
0.194649800151508,0.696774637301596,1,0
0.427427807610252,0.616038617293392,1,0
0.373707362259315,0.425897304166382,1,0
0.421468514064686,0.448645282028779,1,0
0.00962810338913820,0.719188691992902,1,0
0.290399044084323,0.633575461979467,1,0
0.140867136852883,0.676866674892617,1,0
0.124064990299337,0.663253854166125,1,0
0.381398690481362,0.600881057701982,1,0
0.322621981498520,0.349116098076735,1,0
0.131118799713184,0.731036563794442,1,0
0.401163728751737,0.295576914739458,1,0
0.300125411143655,0.687107059821472,1,0
0.0451658203110261,0.306451947611612,1,1
0.493728804718678,0.480563935503590,1,0
0.516766761589662,0.631383387445507,1,1
0.393509281164386,0.292710604972844,1,0
0.232128157689932,0.683476179741396,1,0
0.0624888686164894,0.757667198444965,1,0
0.229103377939268,0.694100894888134,1,0
0.284954323236463,0.317153364467100,1,0
0.169824875193450,0.690118113949906,1,0
0.108598184971763,0.268895398141342,1,0
0.447627614084496,0.679682870427594,1,0
0.0842929607084057,0.765268514535535,1,0
0.442751381625727,0.589092693136673,1,0
0.324888428588482,0.723577343714938,1,0
0.371929057401347,0.653021893183564,1,0
0.457573485304315,0.546772009211426,1,0
0.367591192721993,0.394761034402531,1,0
0.122502751251365,0.731271770180863,1,0
0.414316483680368,0.357993975444114,1,0
0.536755769518518,0.489981123994462,1,0
0.406581138801858,0.643006601892460,1,0
0.214300728590740,0.650325711555314,1,0
0.425119954201797,0.578791651876632,1,0
0.462132521088835,0.424207294939835,1,0
0.473501576175055,0.517779319951023,1,0
0.328850885245902,0.631727089415345,1,0
0.522196721136441,0.509143976856493,1,0
0.342346738377532,0.635747986000282,1,0
0.487093615716345,0.542238278449362,1,0
0.116376435817018,0.684836311050656,1,0
0.114593575606655,0.243760537502511,1,0
0.0943170971687433,0.668882798302679,1,0
0.546888504588812,0.528606390952356,1,0
0.151536850813304,0.316326280797465,1,0
0.199750111155149,0.345414510820279,1,0
0.492688965688106,0.549538948682016,1,0
0.128648384800633,0.274846350250395,1,0
0.205383652212219,0.300851448340601,1,0
0.217625953928382,0.661808891836658,1,0
0.420243246460465,0.577999584703884,1,0
0.455851973253195,0.590712895554413,1,0
0.457636289126138,0.514988507758890,1,0
0.215728770670515,0.714210435689749,1,0
0.150469527024864,0.746323944299289,1,0
0.448691714708488,0.410224437053178,1,0
0.424286642405910,0.713551908378583,1,0
0.168787429895540,0.752265572794704,1,0
0.296753958787353,0.631699085819684,1,0
0.122000950141779,0.710752704211709,1,0
0.442253106912219,0.631375002502298,1,0
0.146400670758293,0.765921222883452,1,0
0.366145814770991,0.354050285885140,1,0
0.469999428097837,0.440055589651869,1,0
0.484910037354019,0.547849238048566,1,0
0.451477673967970,0.646687741254457,1,0
0.0528303740055326,0.693525432740315,1,0
0.394084403156805,0.317887654348660,1,0
0.0853054800130172,0.346923673987273,1,0
0.440618786267162,0.465838246264691,1,0
0.313737632966755,0.297198626740055,1,0
0.366958067015792,0.618287829248999,1,0
0.518932730863258,0.459241651720655,1,0
0.245707464238754,0.266349002650947,1,0
0.453108964742900,0.587778453798400,1,0
0.478030559987157,0.516979488432235,1,0
0.320420732981712,0.349256654112820,1,0
0.176778537700571,0.333414056172675,1,0
0.443447061339184,0.486506034843922,1,0
0.506738090776915,0.538074218416397,1,0
0.470081479167118,0.355200046890580,1,0
0.166897900275707,0.237866705883718,1,0
0.522049496894756,0.629388680547523,1,0
0.208724393359853,0.734391428232812,1,0
0.483669875753927,0.539353626374814,1,0
0.132347456189443,0.236669181506232,1,0
0.508288566112549,0.481982798892352,1,0
0.0967291663644494,0.724365944825947,1,0
0.356478671224246,0.637412821483678,1,0
0.205426053259202,0.369331233764240,1,0
0.440521787598388,0.350831765863963,1,0
0.388648076046234,0.385041301811776,1,0
0.112273001196269,0.660693460271106,1,0
0.505294354282238,0.419454796850065,1,0
0.522289435937717,0.388026146537237,1,0
0.497138076888534,0.494187174048320,1,0
0.152779263145455,0.768774422130927,1,0
0.445204788544701,0.425415025431634,1,0
0.349463010109637,0.268472118687898,1,0
0.361206827993018,0.661683584786738,1,0
0.0792784226584965,0.688349423369818,1,0
0.523040733785286,0.462863305274747,1,0
0.100491629675997,0.747214809764248,1,0
0.157122298798170,0.664531579724356,1,0
0.355112863294639,0.674969736947323,1,0
0.117081441218807,0.722126704810166,1,0
0.251620222119641,0.234230675929115,1,1
0.486726320416234,0.645780276450829,1,0
0.392253714719889,0.656927581945693,1,0
0.194266000200634,0.270818894378377,1,0
0.545181248035460,0.449123230325829,1,0
0.216199868789897,0.672156205252068,1,0
0.492074716072833,0.345673867766253,1,0
0.348666804059320,0.633924151274267,1,0
0.394213044954147,0.669140604937001,1,0
0.0339814025927983,0.726631835760482,1,1
0.274286976532165,0.655611727674386,1,0
0.419069683454728,0.388541019851980,1,0
0.269226704869125,0.340139796584429,1,0
0.250342094773492,0.634140140958599,1,0
0.204144225356341,0.687553347736545,1,0
0.474126595574244,0.538499729010113,1,0
0.420399263513972,0.570268388941422,1,0
0.475044492898010,0.575022349747947,1,0
0.390269423889807,0.635557932329073,1,0
0.360086621143379,0.348430085068738,1,0
0.503911990498539,0.377462068179935,1,0
0.321159337171732,0.636064009590865,1,0
0.240792920387516,0.309234123368541,1,0
0.489688302706001,0.564868180729665,1,0
0.335326112989761,0.387960190107401,1,0
0.231203019844913,0.269009148243375,1,0
0.437724037139363,0.542670986875489,1,0
0.103284859669745,0.685900339827243,1,0
0.547168238816639,0.505490004015758,1,0
0.441592930075287,0.501904823956657,1,0
0.546379843225355,0.509741933411203,1,0
0.161645440755119,0.744714448979564,1,0
0.435882633865823,0.641539497002161,1,0
0.428876784636527,0.581224988937486,1,0
0.0788420907501726,0.273355159894336,1,0
0.444280724353751,0.605588252744773,1,0
0.150007282792053,0.267490512840756,1,0
0.404044260822175,0.556292699265504,1,0
0.549389835689100,0.496574050617758,1,0
0.427257965811875,0.661673132316672,1,0
0.484449413219908,0.390363876060876,1,0
0.341807467678104,0.396843294158411,1,0
0.457446083833983,0.411521403196022,1,0
0.259459886992597,0.328859863611502,1,0
0.476553680107378,0.434146562276217,1,0
0.443626879559630,0.398216618828645,1,0
0.513196699590344,0.454256866396255,1,0
0.139199496816773,0.262405962755089,1,0
0.247523866582229,0.743226540124662,1,0
0.499770968090891,0.631890435018055,1,0
0.413899947056890,0.361785004869831,1,0
0.282345036161711,0.711614574432110,1,0
0.336459249286715,0.278974376304739,1,0
0.0679746502646350,0.222624316669031,1,1
0.410283240334446,0.350435054451473,1,0
0.476232373146968,0.434985594324731,1,0
0.212352599513125,0.700282175152813,1,0
0.0218921453891091,0.662755305445263,1,0
0.507058221216902,0.489197299792733,1,0
0.463760012085269,0.450380689539308,1,0
0.153006491997919,0.245013624388809,1,0
0.191386717948276,0.338385955568874,1,0
0.221631627164780,0.753039360773470,1,0
0.477379474225810,0.589442371737477,1,0
0.0818656166874036,0.676702166099482,1,0
0.196144204347498,0.269397753960424,1,0
0.218088932223838,0.633809334830415,1,1
0.463924135052927,0.467176001109162,1,0
0.343265107867854,0.727013632869679,1,0
0.250900998928504,0.621032052953036,1,0
0.506393068941022,0.457624139938587,1,0
0.299363916912313,0.652843690532290,1,0
0.283894354842030,0.367981198477360,1,0
0.421189796746862,0.417772110175429,1,0
0.0626286938509453,0.282237434875980,1,0
0.326876988549948,0.270135557912360,1,0
0.391973902377975,0.575123212519087,1,0
0.490946587516936,0.525998337118254,1,0
0.139379966108927,0.734613382334070,1,0
0.452905531619987,0.417934469893654,1,0
0.157381816528534,0.755621953980670,1,0
0.115383573418402,0.339023682032954,1,0
0.430061239671543,0.500404476194498,1,0
0.253104214895936,0.308369123866459,1,0
0.234936343912503,0.672923429329464,1,0
0.250660277700342,0.733006683572080,1,0
0.423761871391339,0.583888923168692,1,0
0.547344563138078,0.489419287901885,1,0
0.181943681368451,0.666483377580655,1,0
0.120574969624997,0.229365639218144,1,0
0.473341812162706,0.349666277134270,1,0
0.443583242851901,0.396310598470475,1,0
0.194520693038065,0.759894842693371,1,0
0.455898220929871,0.487120567999923,1,0
0.431107106305234,0.660925325035969,1,0
0.440563590835104,0.591716882125592,1,0
0.141864486539955,0.743017718084415,1,0
0.521979899255432,0.615636998861172,1,0
0.161945900267440,0.764949426723747,1,0
0.152353794185687,0.261399699321946,1,0
0.284689103218000,0.252488099857002,1,0
0.159152813436856,0.268249912940121,1,0
0.497309618820307,0.413805871657984,1,0
0.00585826079986980,0.773559267974404,1,0
0.0714108452873251,0.276874705703417,1,0
0.181599767032520,0.259089433669803,1,0
0.467234355847843,0.473141065119302,1,0
0.222897091030076,0.755690990094520,1,0
0.492452095892441,0.524595605460394,1,0
0.449707703266481,0.464836919155058,1,0
0.353820099182446,0.718335901243265,1,0
0.210335528845992,0.723268733761601,1,0
0.487940241567266,0.426765028819239,1,0
0.473551693443294,0.452063130029856,1,0
0.216756129582789,0.252520241198503,1,0
0.528758889767039,0.517179970542160,1,0
0.149076848430625,0.300572581479166,1,0
0.0665460960288444,0.768772903439871,1,0
0.380428655105362,0.274867154880201,1,1
0.285541977482853,0.364581910324816,1,0
0.325616954762205,0.655425509884192,1,0
0.147139442843967,0.259193314378313,1,0
0.506983784201055,0.552540884129567,1,0
0.162572387586363,0.697493060862000,1,0
0.426135338550536,0.375821254965430,1,0
0.259019709726324,0.339979148887787,1,0
0.486674715832437,0.429817170990223,1,0
0.326153616324312,0.291478886172738,1,0
0.313759923892965,0.353048063680069,1,0
0.338354622913431,0.345602488491222,1,0
0.318564026802717,0.688854484668332,1,0
0.218681402178340,0.303321612128330,1,0
0.298458621473271,0.380377683365196,1,0
0.324461315971568,0.363284060175810,1,0
0.0475614961502426,0.681606109951294,1,1
0.515805144827664,0.461453596220436,1,0
0.530303645527709,0.419028370650135,1,0
0.373951792301681,0.357873112717288,1,0
0.431687771124938,0.411799354592458,1,0
0.227787618285475,0.269415758953187,1,0
0.143034270487497,0.221958048588368,1,0
0.424033444289530,0.546736862691900,1,0
0.303770613555798,0.710655790822578,1,0
0.396109957520318,0.617724134748403,1,0
0.133905350532261,0.717441287528725,1,0
0.339121910609118,0.383439330865241,1,0
0.352639167360594,0.689170022899172,1,0
0.367364948008921,0.334157901250400,1,0
0.507847157757703,0.623026766267532,1,0
0.266764023828554,0.312653806278743,1,0
0.439262862399751,0.631124078951473,1,0
0.0647791280341558,0.319254688711402,1,0
0.188816064807571,0.269340600037864,1,0
0.394578033407095,0.384957428030235,1,0
0.419800547996065,0.673476004973203,1,0
0.0794240357177182,0.761880337796134,1,0
0.131202343807404,0.299025905139160,1,0
0.497101991448722,0.481256014318644,1,0
0.426775514893303,0.422338818300040,1,0
0.242222561218647,0.658352733344545,1,0
0.479027929089716,0.504049578098300,1,0
0.270179720538569,0.386798603773412,1,0
0.514545055043873,0.361154659400750,1,0
0.328381713040241,0.388084083167122,1,0
0.453326171995782,0.651988839609225,1,0
0.429997850171056,0.366718167587413,1,0
0.167038720322916,0.241890752052300,1,0
0.212088293590836,0.736920806575431,1,0
0.413419219020630,0.634919374748355,1,0
0.306670586930197,0.342795249498840,1,0
0.466941113582834,0.481965382660725,1,0
0.442117471369059,0.551879791131572,1,0
0.429149034331707,0.542397372359683,1,0
0.461256760937323,0.470681811664952,1,0
0.379047323389049,0.367237680372787,1,0
0.459536656536737,0.340895631151976,1,0
0.0634933591444867,0.710108208084363,1,0
0.163145843635321,0.305160031527552,1,0
0.276414543109252,0.664306331758735,1,0
0.298801122923789,0.281813504932693,1,0
0.382924637291214,0.404885772014173,1,0
0.432389211775758,0.469520235795180,1,0
0.452242141824169,0.571274137761500,1,0
0.147853721172599,0.333181227101079,1,0
0.224149556231130,0.695842686028991,1,0
0.523480813326557,0.548842144386063,1,0
0.411598827153165,0.370823118826198,1,0
0.422170300031480,0.575761738658118,1,0
0.0813606990233401,0.729871244043235,1,0
0.234668611143778,0.321518238885510,1,0
0.424314437421573,0.688249247152935,1,0
0.368113236989578,0.330381099318180,1,0
0.332325194469557,0.334914499204006,1,0
0.321771421529266,0.262214693334392,1,0
0.185740011153061,0.226448068348243,1,1
0.501545001450873,0.539802939080418,1,0
0.512161258136119,0.512895633015462,1,0
0.440463915780515,0.357117782544386,1,0
0.377518244296089,0.293916610790301,1,0
0.433798208898164,0.361864418395569,1,0
0.169302927679064,0.728114488264943,1,0
0.501896374939294,0.414563493154202,1,0
0.446722922809974,0.609353245540278,1,0
0.329507762802268,0.260036698640789,1,0
0.135460885901933,0.321977652053017,1,0
0.447067849526257,0.583161989308787,1,0
0.288265591941044,0.346803820574326,1,0
0.508340080820042,0.495083547547261,1,0
0.465308161745176,0.403640619102668,1,0
0.121152382774494,0.234651898800087,1,0
0.302735349281134,0.687538501232775,1,0
0.230361266718207,0.353602212629050,1,0
0.423869100675492,0.461223332095431,1,0
0.348915905348331,0.399060610336224,1,0
0.373581389772414,0.410599111133570,1,0
0.368351573276819,0.684103371248017,1,0
0.0690916739873900,0.332072395709832,1,0
0.452399874131392,0.471376998620702,1,0
0.151838369288452,0.329727082729929,1,0
0.0212559842866772,0.250323815715352,1,1
0.346799943379770,0.581062341779332,1,1
0.522820131907812,0.563465870773462,1,0
0.423290086453292,0.500689396310930,1,0
0.500631051944348,0.604365544860304,1,0
0.389988036957339,0.689237480539958,1,0
0.490584765461200,0.430969426973648,1,0
0.0917662946558699,0.233720096969719,1,0
0.142018408098847,0.285302068762150,1,0
0.159017144613404,0.229666445937790,1,0
0.477951597566982,0.383878031003426,1,0
0.276961032491903,0.318760955719283,1,0
0.252822175726998,0.272297500118613,1,0
0.138199140573620,0.353955492873654,1,0
0.399932665623698,0.639338622364965,1,0
0.367852654253615,0.676439908274761,1,0
0.319801916854512,0.277045605437579,1,0
0.134165004935576,0.314303257902690,1,0
0.175767047428914,0.350831628606285,1,0
0.439006948802987,0.395729999851821,1,0
0.529388640429101,0.523855773264364,1,0
0.166997934638228,0.236090653647089,1,0
0.235854096696569,0.702845949606293,1,0
0.354218035295363,0.372901906614701,1,0
0.422522762817458,0.614559926321768,1,0
0.493804360160563,0.446378011355143,1,0
0.386609079836939,0.724172433060677,1,1
0.541269503778514,0.471040663474112,1,0
0.132054765591486,0.233776501977516,1,0
0.476858773529932,0.464260800716346,1,0
0.341082718347947,0.722332174785682,1,0
0.0859732423446168,0.347149670366783,1,0
0.107889723168664,0.271483051268657,1,0
0.455726947146544,0.437413488455153,1,0
